SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
290251,0,Cash loans,F,N,Y,0,117000.0,675000.0,27621.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-14526,-38,-8053.0,-4028,,1,1,1,1,1,0,Sales staff,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.5189235903710444,0.6238481456000647,,0.2969,0.1742,0.9846,0.7892,,0.32,0.2759,0.3333,0.375,0.4073,0.2421,,0.0,,0.3025,0.1808,0.9846,0.7975,,0.3222,0.2759,0.3333,0.375,0.4166,0.2645,,0.0,,0.2998,0.1742,0.9846,0.792,,0.32,0.2759,0.3333,0.375,0.4144,0.2463,,0.0,,,block of flats,0.254,Panel,No,0.0,0.0,0.0,0.0,-1540.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255040,0,Cash loans,F,Y,Y,0,144000.0,1007352.0,33421.5,765000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-20658,-2276,-9765.0,-4174,8.0,1,1,0,1,1,0,,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Hotel,,0.6981948880376612,0.3723336657058204,0.1113,0.0573,0.9871,,,0.12,0.1034,0.3333,,0.0505,,0.1127,,0.0,0.1134,0.0594,0.9871,,,0.1208,0.1034,0.3333,,0.0516,,0.1175,,0.0,0.1124,0.0573,0.9871,,,0.12,0.1034,0.3333,,0.0513,,0.1148,,0.0,,block of flats,0.10300000000000001,Panel,No,4.0,0.0,4.0,0.0,-1382.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,12.0,0.0,1.0
242861,0,Cash loans,F,N,Y,0,126000.0,545040.0,30564.0,450000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.014464,-17907,-1193,-9702.0,-1444,,1,1,1,1,0,0,Laborers,1.0,2,2,MONDAY,5,0,0,0,0,0,0,Self-employed,0.652656544435247,0.5761490796355392,0.33285056416487313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
178455,0,Cash loans,F,N,N,1,135000.0,801000.0,23418.0,801000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-12331,-168,-97.0,-3617,,1,1,1,1,0,0,Sales staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4750012335663836,0.5197380478135061,0.40314167665875134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-1765.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
158643,1,Cash loans,F,N,Y,0,117000.0,640080.0,24259.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.019101,-16344,-420,-4093.0,-4331,,1,1,1,1,1,0,Laborers,1.0,2,2,MONDAY,13,0,0,0,0,0,0,School,,0.6695656255568301,0.21518240418475384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-152.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
357740,0,Cash loans,F,Y,Y,0,103500.0,239850.0,23364.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007114,-24805,365243,-10456.0,-4405,30.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,18,0,0,0,0,0,0,XNA,,0.2620553359511834,0.7490217048463391,0.1186,,0.9861,0.8096,,0.0,0.4138,0.1667,0.2083,,,0.1724,,,0.1208,,0.9861,0.8171,,0.0,0.4138,0.1667,0.2083,,,0.1796,,,0.1197,,0.9861,0.8121,,0.0,0.4138,0.1667,0.2083,,,0.1755,,,reg oper spec account,block of flats,0.1662,"Stone, brick",No,0.0,0.0,0.0,0.0,-419.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
310852,0,Cash loans,F,N,Y,0,270000.0,1174090.5,49873.5,1080000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-16558,-1043,-5350.0,-107,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,12,0,1,1,0,1,1,Military,0.5293846042357998,0.6460387849838346,0.5691487713619409,0.1134,0.1263,0.9925,0.898,0.0634,0.0,0.3793,0.1667,0.2083,0.1128,0.0925,0.1283,0.0,0.0,0.1155,0.1311,0.9926,0.902,0.064,0.0,0.3793,0.1667,0.2083,0.1154,0.10099999999999999,0.1337,0.0,0.0,0.1145,0.1263,0.9925,0.8994,0.0638,0.0,0.3793,0.1667,0.2083,0.1148,0.0941,0.1306,0.0,0.0,reg oper spec account,block of flats,0.1356,"Stone, brick",No,0.0,0.0,0.0,0.0,-215.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
444898,0,Revolving loans,F,N,Y,0,45000.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-21271,365243,-8953.0,-4173,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,XNA,0.7594456666725473,0.6648558588234277,0.2067786544915716,0.0619,0.0619,0.9801,0.728,,0.0,0.1379,0.1667,0.0417,0.0433,,0.0543,,0.0,0.063,0.0642,0.9801,0.7387,,0.0,0.1379,0.1667,0.0417,0.0443,,0.0566,,0.0,0.0625,0.0619,0.9801,0.7316,,0.0,0.1379,0.1667,0.0417,0.044000000000000004,,0.0553,,0.0,reg oper spec account,block of flats,0.047,Panel,No,,,,,-1409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0
379351,0,Cash loans,F,Y,Y,0,202500.0,790830.0,62613.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-9613,-1085,-3672.0,-165,9.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,13,0,0,0,1,1,0,Self-employed,,0.18611686804683508,0.6785676886853644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-572.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
101937,0,Cash loans,M,N,Y,0,225000.0,273636.0,21748.5,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020246,-15582,-2865,-83.0,-2774,,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.26305248829745004,0.3466290288680674,,0.0825,0.0676,0.9752,0.66,0.0088,0.0,0.1379,0.1667,0.2083,0.0714,0.0672,0.0707,0.0,0.0,0.084,0.0701,0.9752,0.6733,0.0089,0.0,0.1379,0.1667,0.2083,0.0731,0.0735,0.0736,0.0,0.0,0.0833,0.0676,0.9752,0.6645,0.0089,0.0,0.1379,0.1667,0.2083,0.0727,0.0684,0.0719,0.0,0.0,reg oper account,block of flats,0.0604,Panel,No,0.0,0.0,0.0,0.0,-165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
443514,0,Cash loans,F,Y,N,0,216000.0,1350000.0,47056.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-15474,-5154,-3011.0,-1011,2.0,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,7,0,0,0,0,0,0,Services,0.7701955256926735,0.7416560130560459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2181.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0
348986,0,Cash loans,M,Y,Y,0,202500.0,157050.0,8145.0,112500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-8984,-1061,-2283.0,-1485,9.0,1,1,0,1,0,1,Laborers,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.1146813850402903,0.5657143091062039,0.4329616670974407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1233.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
231923,0,Cash loans,F,N,N,0,54000.0,616923.0,37872.0,558000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-13372,-6078,-3228.0,-5226,,1,1,1,1,0,0,Cooking staff,2.0,3,3,MONDAY,15,0,0,0,0,0,0,School,0.6315531381772067,0.3742893730195169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1872.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
343316,0,Cash loans,M,Y,Y,0,171000.0,792346.5,26316.0,684000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-8663,-730,-3555.0,-1075,7.0,1,1,0,1,0,0,Drivers,2.0,3,3,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.4927478217076289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-434.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
263494,0,Cash loans,F,Y,Y,0,112500.0,204768.0,16308.0,162000.0,Other_A,Working,Secondary / secondary special,Married,House / apartment,0.010643,-10553,-964,-123.0,-1666,8.0,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.012314391654918587,0.3825018041447388,0.0082,0.0,0.9513,0.3336,0.0,0.0,0.0345,0.0417,0.0833,0.0086,0.0067,0.0056,0.0,0.0,0.0084,0.0,0.9513,0.3597,0.0,0.0,0.0345,0.0417,0.0833,0.0088,0.0073,0.0059,0.0,0.0,0.0083,0.0,0.9513,0.3425,0.0,0.0,0.0345,0.0417,0.0833,0.0087,0.0068,0.0057,0.0,0.0,reg oper account,block of flats,0.0044,"Stone, brick",No,0.0,0.0,0.0,0.0,-284.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
281145,0,Cash loans,F,N,Y,1,135000.0,808650.0,31464.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009549,-14077,-456,-1455.0,-4409,,1,1,0,1,0,0,,3.0,2,2,MONDAY,15,0,0,0,0,1,1,Transport: type 4,0.26201537084613385,0.6013349746208873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-255.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
227430,1,Cash loans,M,N,N,2,180000.0,531265.5,25969.5,373500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.018634,-14520,-444,-1259.0,-4167,,1,1,1,1,1,0,Drivers,4.0,2,2,WEDNESDAY,11,0,0,0,1,1,1,Other,,0.3688462444706004,0.5316861425197883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-732.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
341518,0,Cash loans,M,Y,Y,0,180000.0,130320.0,15462.0,112500.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010276,-8942,-434,-8927.0,-1590,7.0,1,1,0,1,0,0,IT staff,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Self-employed,0.1876302212825827,0.6314219415662323,,0.0082,0.0,0.9707,0.5988,0.0,0.0,0.0345,0.0417,0.0417,0.0048,0.0067,0.005,0.0,0.0118,0.0084,0.0,0.9707,0.6145,0.0,0.0,0.0345,0.0417,0.0417,0.0049,0.0073,0.0052,0.0,0.0125,0.0083,0.0,0.9707,0.6042,0.0,0.0,0.0345,0.0417,0.0417,0.0049,0.0068,0.0051,0.0,0.0121,reg oper account,block of flats,0.0065,"Stone, brick",No,1.0,0.0,1.0,0.0,-317.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
323104,0,Cash loans,F,N,Y,0,112500.0,700830.0,22738.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-18941,-1445,-8717.0,-2497,,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,13,0,0,0,0,1,1,Self-employed,,0.4970716609779754,0.4596904504249018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-643.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
432024,0,Cash loans,F,Y,Y,0,108000.0,942300.0,27679.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-17096,-5462,-2302.0,-634,13.0,1,1,0,1,0,0,,2.0,3,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.3840747272074476,,0.5670000000000001,0.2658,0.9881,0.8368,0.0826,0.4,0.3448,0.375,0.4167,0.2758,0.4564,0.4445,0.027000000000000003,0.0962,0.5777,0.2758,0.9881,0.8432,0.0834,0.4028,0.3448,0.375,0.4167,0.2821,0.4986,0.4632,0.0272,0.1019,0.5725,0.2658,0.9881,0.8390000000000001,0.0831,0.4,0.3448,0.375,0.4167,0.2806,0.4643,0.4525,0.0272,0.0982,reg oper account,block of flats,0.3706,Panel,No,0.0,0.0,0.0,0.0,-188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
310318,0,Cash loans,F,N,Y,0,54000.0,239850.0,23494.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.020713,-23577,365243,-4221.0,-4171,,1,0,0,1,1,0,,1.0,3,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.11028398287930677,0.7610263695502636,0.0412,0.015,0.9796,0.7212,0.0047,0.0,0.1379,0.1667,0.2083,0.0558,0.0336,0.0391,0.0,0.0,0.042,0.0156,0.9796,0.7321,0.0048,0.0,0.1379,0.1667,0.2083,0.057,0.0367,0.0408,0.0,0.0,0.0416,0.015,0.9796,0.7249,0.0047,0.0,0.1379,0.1667,0.2083,0.0567,0.0342,0.0398,0.0,0.0,reg oper account,block of flats,0.0334,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
117096,0,Cash loans,F,N,N,0,117000.0,450000.0,17095.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-12386,-2067,-1135.0,-4015,,1,1,0,1,0,0,,2.0,3,3,FRIDAY,9,0,0,0,0,0,0,School,,0.5010023240853434,0.32173528219668485,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,0.0014,,,,block of flats,0.0011,,No,0.0,0.0,0.0,0.0,-805.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
412912,0,Cash loans,M,N,N,1,450000.0,2013840.0,53253.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508,-11969,-238,-904.0,-3534,,1,1,0,1,1,0,Managers,3.0,1,1,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5255334073534246,0.7292643285936701,0.6161216908872079,0.1781,0.1051,0.9821,0.7552,0.0302,0.2,0.1586,0.4417,0.4833,0.0196,0.1452,0.1718,0.0,0.0566,0.2216,0.0326,0.9786,0.7190000000000001,0.0258,0.2417,0.2069,0.3333,0.375,0.0,0.1938,0.0997,0.0,0.0,0.2196,0.1332,0.9786,0.7115,0.0309,0.24,0.2069,0.3333,0.375,0.0248,0.1804,0.2095,0.0,0.0297,reg oper account,block of flats,0.166,Panel,No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0
441630,0,Cash loans,F,Y,N,1,112500.0,948730.5,34204.5,819000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-11669,-1983,-1882.0,-3200,3.0,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.4319111886346965,0.6083123648404599,0.5226973172821112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1498.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
335637,0,Cash loans,F,N,N,1,90000.0,45000.0,4725.0,45000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.007114,-9703,-791,-2331.0,-2380,,1,1,1,1,1,0,Core staff,3.0,2,2,FRIDAY,15,0,0,0,1,1,0,Bank,,0.3689735222078754,0.20208660168203949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1170.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
330908,0,Cash loans,F,N,N,0,135000.0,760225.5,29875.5,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018634,-8804,-1705,-3507.0,-1409,,1,1,0,1,0,0,Secretaries,1.0,2,2,THURSDAY,17,0,0,0,0,0,0,Medicine,,0.5446239085614756,0.622922000268356,0.0165,,0.9732,,,0.0,0.069,0.0417,,,,0.0124,,0.0063,0.0168,,0.9732,,,0.0,0.069,0.0417,,,,0.0129,,0.0067,0.0167,,0.9732,,,0.0,0.069,0.0417,,,,0.0126,,0.0065,,block of flats,0.0139,"Stone, brick",No,2.0,0.0,2.0,0.0,-271.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
321454,0,Cash loans,F,N,Y,1,157500.0,1125000.0,33021.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.022625,-16677,-5113,-3913.0,-198,,1,1,0,1,0,0,Core staff,3.0,2,2,FRIDAY,17,0,0,0,0,0,0,Kindergarten,0.8045652732827687,0.5493380794459345,0.7662336700704004,0.0804,0.1003,0.9841,0.7824,0.0129,0.0,0.2069,0.1667,0.2083,0.0841,0.0656,0.0756,0.0,0.0324,0.0819,0.1041,0.9841,0.7909,0.013000000000000001,0.0,0.2069,0.1667,0.2083,0.086,0.0716,0.0788,0.0,0.0343,0.0812,0.1003,0.9841,0.7853,0.013000000000000001,0.0,0.2069,0.1667,0.2083,0.0856,0.0667,0.077,0.0,0.0331,reg oper account,block of flats,0.0666,"Stone, brick",No,0.0,0.0,0.0,0.0,-1470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
443400,0,Cash loans,F,N,N,0,202500.0,422235.0,18018.0,364500.0,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.00496,-19593,365243,-3961.0,-3086,,1,0,0,1,0,0,,2.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.4701989313751287,0.29859498978739724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1487.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
106167,0,Revolving loans,F,Y,Y,0,112500.0,180000.0,9000.0,180000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-17734,-2971,-4370.0,-1278,28.0,1,1,0,1,1,0,Managers,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,0.6225238604865874,0.3892191023674749,0.4382813743111921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-775.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
209924,0,Cash loans,M,N,Y,0,117000.0,526500.0,36774.0,526500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702,-18131,-673,-4641.0,-1681,,1,1,1,1,1,0,Core staff,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Transport: type 2,,0.7311383351718141,0.4848514754962666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
440791,0,Cash loans,F,N,Y,0,67500.0,717003.0,21091.5,598500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-17955,-2471,-5121.0,-1495,,1,1,0,1,0,0,Core staff,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Government,0.8064555511243892,0.1923160541736026,0.6817058776720116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-1234.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
278351,0,Cash loans,M,Y,N,3,126000.0,584766.0,28260.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.002134,-10414,-2051,-4241.0,-2902,19.0,1,1,0,1,0,0,Drivers,5.0,3,3,MONDAY,10,0,0,0,1,1,0,Transport: type 3,0.1324667779501837,0.6426110067056688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
384941,0,Cash loans,F,N,Y,2,157500.0,270000.0,29209.5,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006,-11234,-2541,-3914.0,-2226,,1,1,1,1,1,0,Laborers,4.0,2,2,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.0651679930919436,0.5370699579791587,0.0619,0.0892,0.9861,0.8096,0.01,0.0,0.1034,0.1667,0.0417,,0.0504,0.0664,0.0,0.0125,0.063,0.0926,0.9861,0.8171,0.01,0.0,0.1034,0.1667,0.0417,,0.0551,0.0692,0.0,0.0133,0.0625,0.0892,0.9861,0.8121,0.01,0.0,0.1034,0.1667,0.0417,,0.0513,0.0676,0.0,0.0128,reg oper account,block of flats,0.0549,Panel,No,8.0,0.0,8.0,0.0,-219.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
